Year,T,TM,Tm,PP,V,RA,SN,TS,FG,TN,GR
DEHRADUN,1977,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1978,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1979,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1983,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1984,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1985,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1986,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1987,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1988,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1989,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1992,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1993,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1994,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1995,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1996,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1997,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1998,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1999,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,2000,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,2001,21.7,28.9,16.0,-,2.4,95,0,69,7,0,2
DEHRADUN,2002,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,2003,21.4,28.7,15.7,1682.50,2.6,117,0,77,12,0,0
DEHRADUN,2004,21.7,28.6,16.2,1982.49,2.7,104,0,70,9,0,0
DEHRADUN,2005,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,2006,22.4,29.2,16.7,1744.52,2.5,115,0,79,1,0,0
DEHRADUN,2007,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,2008,21.4,28.9,16.0,2276.56,2.3,133,0,86,6,0,1
DEHRADUN,2009,22.0,30.2,16.1,1554.71,2.2,96,0,62,5,0,0
DEHRADUN,2010,22.4,30.3,16.6,2692.65,2.2,105,0,71,13,1,2
DEHRADUN,2011,21.3,28.8,15.8,-,2.2,108,0,80,9,0,1
DEHRADUN,2012,21.7,29.7,16.0,2198.91,1.7,103,0,71,8,0,1
DEHRADUN,2013,21.4,29.2,16.2,3053.14,1.5,120,0,81,4,0,2
DEHRADUN,2014,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1942,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1943,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1944,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1945,22.5,28.6,17.7,-,6.2,193,0,53,153,0,0
Dibrugarh_Mohanbari,1946,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1957,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1958,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1961,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1962,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1973,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1974,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1975,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1976,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1977,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1978,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1979,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1980,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1981,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1982,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1983,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1984,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1985,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1986,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1987,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1988,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1989,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1990,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1991,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1992,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1993,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1994,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1995,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1996,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1997,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1998,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,1999,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,2000,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,2001,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,2002,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,2003,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,2004,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,2005,-,-,-,-,-,-,-,-,-,-,-
Dibrugarh_Mohanbari,2006,23.7,28.7,19.4,2466.12,4.5,148,0,53,19,0,1
Dibrugarh_Mohanbari,2007,23.4,28.2,19.3,-,3.8,145,0,35,15,0,0
Dibrugarh_Mohanbari,2008,23.3,28.1,19.1,2607.55,4.2,156,0,51,13,0,1
Dibrugarh_Mohanbari,2009,24.2,29.3,19.8,2239.68,4.1,147,0,42,14,0,2
Dibrugarh_Mohanbari,2010,23.5,28.4,19.4,3142.74,5.2,182,0,49,11,0,1
Dibrugarh_Mohanbari,2011,23.9,29.5,19.1,-,4.0,144,0,42,8,0,0
Dibrugarh_Mohanbari,2012,23.3,28.7,18.3,2943.36,4.9,164,0,58,13,0,3
Dibrugarh_Mohanbari,2013,23.9,29.8,18.2,-,4.8,155,0,62,17,0,0
Dibrugarh_Mohanbari,2014,-,-,-,-,-,-,-,-,-,-,-
GADAG,1957,-,-,-,-,-,-,-,-,-,-,-
GADAG,1958,24.7,30.6,20.5,652.26,11.3,67,0,21,2,0,0
GADAG,1961,-,-,-,-,-,-,-,-,-,-,-
GADAG,1962,-,-,-,-,-,-,-,-,-,-,-
GADAG,1973,-,-,-,-,-,-,-,-,-,-,-
GADAG,1974,-,-,-,-,-,-,-,-,-,-,-
GADAG,1975,-,-,-,-,-,-,-,-,-,-,-
GADAG,1976,-,-,-,-,-,-,-,-,-,-,-
GADAG,1977,-,-,-,-,-,-,-,-,-,-,-
GADAG,1978,25.0,30.9,20.2,-,8.3,74,0,23,0,0,3
GADAG,1979,25.5,31.7,20.4,-,-,67,2,22,3,0,2
GADAG,1980,25.6,31.6,20.2,526.85,8.2,69,3,22,0,0,0
GADAG,1981,25.2,31.2,20.1,446.29,7.8,71,1,16,3,0,2
GADAG,1982,-,-,-,-,-,-,-,-,-,-,-
GADAG,1983,25.3,31.4,20.0,646.43,-,64,0,17,0,0,1
GADAG,1984,25.3,31.3,20.1,441.71,11.5,68,0,13,1,0,0
GADAG,1985,25.5,31.8,20.1,323.92,11.0,70,0,23,0,0,0
GADAG,1986,-,-,-,-,-,-,-,-,-,-,-
GADAG,1987,-,-,-,-,-,-,-,-,-,-,-
GADAG,1988,-,-,-,-,-,-,-,-,-,-,-
GADAG,1989,-,-,-,-,-,-,-,-,-,-,-
GADAG,1990,-,-,-,-,-,-,-,-,-,-,-
GADAG,1991,-,-,-,-,-,-,-,-,-,-,-
GADAG,1992,-,-,-,-,-,-,-,-,-,-,-
GADAG,1993,-,-,-,-,-,-,-,-,-,-,-
GADAG,1994,-,-,-,-,-,-,-,-,-,-,-
GADAG,1995,-,-,-,-,-,-,-,-,-,-,-
GADAG,1996,-,-,-,-,-,-,-,-,-,-,-
GADAG,1997,-,-,-,-,-,-,-,-,-,-,-
GADAG,1998,-,-,-,-,-,-,-,-,-,-,-
GADAG,1999,-,-,-,-,-,-,-,-,-,-,-
GADAG,2000,-,-,-,-,-,-,-,-,-,-,-
GADAG,2001,-,-,-,-,-,-,-,-,-,-,-
GADAG,2002,-,-,-,-,-,-,-,-,-,-,-
GADAG,2003,26.0,32.5,20.3,429.79,8.6,75,0,27,0,0,1
GADAG,2004,25.3,31.7,19.7,516.37,8.0,96,0,31,1,0,5
GADAG,2005,-,-,-,-,-,-,-,-,-,-,-
GADAG,2006,25.3,31.6,19.6,663.15,8.3,110,0,24,4,0,7
GADAG,2007,25.3,31.5,19.5,-,7.8,103,0,25,0,0,4
GADAG,2008,25.0,31.3,18.9,803.93,7.3,111,0,33,4,0,1
GADAG,2009,25.4,31.7,19.6,784.31,7.1,94,0,36,0,0,3
GADAG,2010,25.5,31.6,20.2,869.92,7.3,119,0,38,2,0,1
GADAG,2011,25.1,32.1,19.0,501.92,7.1,91,0,26,1,0,2
GADAG,2012,25.5,32.7,19.4,584.19,7.8,78,0,26,0,0,0
GADAG,2013,25.3,31.9,19.2,599.67,7.7,90,0,20,0,0,1
GADAG,2014,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1961,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1962,-,-,-,-,-,12,0,5,12,0,0
GANGANAGAR,1973,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1974,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1975,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1976,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1977,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1978,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1984,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1985,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1986,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1987,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1992,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1995,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1996,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,1997,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2001,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2002,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2003,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2004,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2005,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2006,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2007,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2008,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2009,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2010,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2011,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2012,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2013,-,-,-,-,-,-,-,-,-,-,-
GANGANAGAR,2014,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1945,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1957,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1958,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1961,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1962,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1973,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1974,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1975,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1976,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1977,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1978,24.2,29.6,18.9,-,-,122,2,94,30,0,4
Gauhati,1979,24.7,30.3,19.1,1194.34,4.9,99,0,77,20,1,1
Gauhati,1980,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1981,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1982,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1983,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1984,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1985,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1986,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1987,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1988,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1989,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1990,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1991,23.9,28.8,19.6,2012.68,2.3,119,0,68,37,1,2
Gauhati,1992,23.8,28.9,19.2,1551.43,2.6,114,0,91,40,0,4
Gauhati,1993,24.0,28.8,19.7,2204.22,2.9,133,0,83,23,0,0
Gauhati,1994,24.2,29.6,19.3,1826.03,3.2,119,0,101,33,0,7
Gauhati,1995,24.4,29.5,19.7,2150.11,3.3,130,0,71,23,0,3
Gauhati,1996,24.5,29.8,19.8,1543.06,4.3,114,0,51,12,0,3
Gauhati,1997,23.8,29.1,19.2,1347.96,4.0,129,0,67,23,0,4
Gauhati,1998,-,-,-,-,-,-,-,-,-,-,-
Gauhati,1999,-,-,-,-,-,-,-,-,-,-,-
Gauhati,2000,24.2,29.3,19.8,-,2.8,111,0,48,26,0,7
Gauhati,2001,24.5,29.8,20.1,-,2.7,110,0,76,35,0,0
Gauhati,2002,-,-,-,-,-,-,-,-,-,-,-
Gauhati,2003,-,-,-,-,-,-,-,-,-,-,-
Gauhati,2004,24.0,29.1,19.9,1883.15,2.2,107,0,54,28,0,11
Gauhati,2005,-,-,-,-,-,-,-,-,-,-,-
Gauhati,2006,24.9,30.4,20.3,-,2.4,111,0,82,35,0,1
Gauhati,2007,-,-,-,-,-,-,-,-,-,-,-
Gauhati,2008,24.5,30.3,20.2,1557.29,2.5,111,0,71,24,0,18
Gauhati,2009,25.1,31.1,20.4,-,2.1,104,0,58,24,0,3
Gauhati,2010,24.6,29.9,20.4,-,5.5,118,0,63,24,0,18
Gauhati,2011,24.4,30.3,19.5,-,5.1,108,0,50,32,0,11
Gauhati,2012,24.4,30.2,18.8,1742.72,3.8,114,0,67,23,0,13
Gauhati,2013,24.9,31.1,19.4,1650.46,3.4,112,0,69,25,0,18
Gauhati,2014,-,-,-,-,-,-,-,-,-,-,-
Gaya,1942,-,-,-,-,-,-,-,-,-,-,-
Gaya,1943,25.9,32.6,19.9,-,9.9,93,0,58,10,0,0
Gaya,1944,25.6,32.6,19.4,-,11.2,103,0,39,15,0,0
Gaya,1945,25.4,32.0,19.3,-,10.6,98,0,25,11,0,0
Gaya,1946,-,-,-,-,-,-,-,-,-,-,-
Gaya,1973,-,-,-,-,-,-,-,-,-,-,-
Gaya,1974,-,-,-,-,-,-,-,-,-,-,-
Gaya,1975,-,-,-,-,-,-,-,-,-,-,-
Gaya,1976,-,-,-,-,-,-,-,-,-,-,-
Gaya,1977,-,-,-,-,-,-,-,-,-,-,-
Gaya,1978,-,-,-,-,-,-,-,-,-,-,-
Gaya,1979,-,-,-,-,-,-,-,-,-,-,-
Gaya,1980,-,-,-,-,-,-,-,-,-,-,-
Gaya,1981,-,-,-,-,-,-,-,-,-,-,-
Gaya,1982,-,-,-,-,-,-,-,-,-,-,-
Gaya,1983,-,-,-,-,-,-,-,-,-,-,-
Gaya,1984,-,-,-,-,-,-,-,-,-,-,-
Gaya,1985,-,-,-,-,-,-,-,-,-,-,-
Gaya,1986,-,-,-,-,-,-,-,-,-,-,-
Gaya,1987,-,-,-,-,-,-,-,-,-,-,-
Gaya,1988,-,-,-,-,-,-,-,-,-,-,-
Gaya,1989,-,-,-,-,-,-,-,-,-,-,-
Gaya,1990,-,-,-,-,-,-,-,-,-,-,-
Gaya,1991,-,-,-,-,-,-,-,-,-,-,-
Gaya,1992,-,-,-,-,-,-,-,-,-,-,-
Gaya,1993,-,-,-,-,-,-,-,-,-,-,-
Gaya,1994,-,-,-,-,-,-,-,-,-,-,-
Gaya,1995,-,-,-,-,-,-,-,-,-,-,-
Gaya,1996,25.8,31.9,18.7,702.31,3.3,52,0,44,12,0,0
Gaya,1997,-,-,-,-,-,-,-,-,-,-,-
Gaya,1998,-,-,-,-,-,-,-,-,-,-,-
Gaya,1999,-,-,-,-,-,-,-,-,-,-,-
Gaya,2000,-,-,-,-,-,-,-,-,-,-,-
Gaya,2001,-,-,-,-,-,-,-,-,-,-,-
Gaya,2002,-,-,-,-,-,-,-,-,-,-,-
Gaya,2003,-,-,-,-,-,-,-,-,-,-,-
Gaya,2004,-,-,-,-,-,-,-,-,-,-,-
Gaya,2005,-,-,-,-,-,-,-,-,-,-,-
Gaya,2006,-,-,-,-,-,-,-,-,-,-,-
Gaya,2007,25.3,31.9,19.1,-,5.0,76,0,75,12,0,0
Gaya,2008,25.3,31.8,19.4,1068.80,3.0,74,0,67,29,0,0
Gaya,2009,26.2,33.0,19.7,792.68,3.7,57,0,45,17,0,0
Gaya,2010,26.3,33.1,20.1,-,3.2,63,0,49,32,0,0
Gaya,2011,25.1,31.8,19.0,-,6.3,65,0,50,38,0,0
Gaya,2012,25.7,32.4,19.3,1129.57,8.3,71,0,57,26,0,1
Gaya,2013,25.3,31.9,19.4,892.03,7.3,69,0,47,23,0,0
Gaya,2014,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,1973,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,1974,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,1975,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,1976,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,1977,27.2,31.5,23.7,-,12.1,105,2,14,5,0,5
GOA_PANJIM,1978,26.8,31.2,23.3,2777.72,9.6,123,0,15,12,0,2
GOA_PANJIM,1979,27.2,31.7,23.8,1809.95,9.8,99,0,15,5,1,1
GOA_PANJIM,1980,27.1,31.8,23.6,2588.77,9.5,115,1,23,18,0,1
GOA_PANJIM,1981,27.0,31.5,23.3,2555.50,8.9,105,0,18,8,0,1
GOA_PANJIM,1982,27.0,31.4,23.4,2523.23,8.7,95,0,18,13,0,0
GOA_PANJIM,1983,26.5,31.1,22.9,3139.72,8.5,112,0,8,36,0,0
GOA_PANJIM,1984,27.2,31.7,23.6,1942.54,8.6,116,1,23,45,0,2
GOA_PANJIM,1985,26.9,31.3,23.3,2399.03,8.3,106,0,14,49,0,0
GOA_PANJIM,1986,27.1,31.7,23.7,1628.66,8.9,89,0,13,27,0,0
GOA_PANJIM,1987,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,1988,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,1989,26.9,31.7,23.3,2310.85,7.5,103,0,11,21,0,0
GOA_PANJIM,1990,26.8,31.4,23.3,1981.72,8.9,124,0,15,4,0,0
GOA_PANJIM,1991,27.1,31.6,23.5,1944.09,8.6,103,0,28,1,0,2
GOA_PANJIM,1992,26.9,31.3,23.2,2571.46,9.2,101,1,17,11,0,0
GOA_PANJIM,1993,27.2,31.3,23.5,2504.94,-,123,0,18,3,0,0
GOA_PANJIM,1994,27.1,31.4,23.5,-,9.6,110,0,15,9,0,0
GOA_PANJIM,1995,27.1,31.5,23.3,-,7.8,107,0,20,6,0,0
GOA_PANJIM,1996,27.2,31.6,23.5,-,9.0,107,1,10,5,0,0
GOA_PANJIM,1997,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,1998,27.4,31.7,23.9,-,8.2,124,0,12,4,0,0
GOA_PANJIM,1999,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,2000,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,2001,27.2,31.6,23.5,-,8.0,126,1,9,11,0,0
GOA_PANJIM,2002,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,2003,27.6,32.2,23.7,-,6.5,110,1,10,9,0,0
GOA_PANJIM,2004,27.3,32.1,23.3,-,5.5,125,2,12,9,0,0
GOA_PANJIM,2005,-,-,-,-,-,-,-,-,-,-,-
GOA_PANJIM,2006,27.4,32.1,23.3,-,7.4,127,0,17,8,0,2
GOA_PANJIM,2007,27.3,31.9,23.5,-,8.7,121,0,10,20,0,3
GOA_PANJIM,2008,27.2,32.3,22.9,-,7.1,109,0,21,15,0,0
GOA_PANJIM,2009,27.6,32.2,23.7,-,8.0,103,0,21,19,0,2
GOA_PANJIM,2010,27.6,32.1,23.5,-,7.8,120,0,29,8,0,2
GOA_PANJIM,2011,27.4,32.2,23.2,-,8.2,92,0,15,15,0,2
GOA_PANJIM,2012,27.3,32.2,23.0,-,8.2,99,0,11,12,0,0
GOA_PANJIM,2013,27.3,32.2,22.9,-,8.5,115,1,11,7,0,2
GOA_PANJIM,2014,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1957,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1958,25.6,31.9,20.4,-,5.0,49,1,20,7,0,0
Gorakhpur,1959,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1960,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1961,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1962,25.3,29.4,19.0,-,5.9,48,0,15,4,0,1
Gorakhpur,1973,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1974,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1975,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1976,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1977,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1978,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1979,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1980,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1981,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1982,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1983,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1984,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1985,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1986,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1987,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1988,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1989,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1990,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1991,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1992,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1993,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1994,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1995,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1996,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1997,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1998,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,1999,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,2000,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,2001,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,2002,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,2003,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,2004,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,2005,-,-,-,-,-,-,-,-,-,-,-
Gorakhpur,2006,25.8,32.3,19.5,868.15,2.6,49,0,24,22,0,0
Gorakhpur,2007,-,-,-,-,-,74,0,28,21,0,0
Gorakhpur,2008,24.6,31.2,18.4,1940.80,2.2,89,1,51,27,0,0
Gorakhpur,2009,25.2,32.2,18.8,1297.91,3.4,70,0,37,24,0,0
Gorakhpur,2010,25.3,32.0,19.3,1398.75,3.0,68,0,35,20,0,1
Gorakhpur,2011,24.3,30.8,18.5,-,2.9,85,0,40,31,0,0
Gorakhpur,2012,24.7,31.8,18.3,1152.41,2.8,62,0,39,28,0,0
Gorakhpur,2013,24.5,30.8,18.7,1769.61,3.0,83,0,39,35,0,0
Gorakhpur,2014,-,-,-,-,-,-,-,-,-,-,-
GUNA,1973,-,-,-,-,-,-,-,-,-,-,-
GUNA,1974,-,-,-,-,-,-,-,-,-,-,-
GUNA,1975,-,-,-,-,-,-,-,-,-,-,-
GUNA,1976,-,-,-,-,-,-,-,-,-,-,-
GUNA,1977,-,-,-,-,-,-,-,-,-,-,-
GUNA,1978,-,-,-,-,-,-,-,-,-,-,-
GUNA,1979,-,-,-,-,-,-,-,-,-,-,-
GUNA,1980,-,-,-,-,-,-,-,-,-,-,-
GUNA,1981,-,-,-,-,-,-,-,-,-,-,-
GUNA,1982,-,-,-,-,-,-,-,-,-,-,-
GUNA,1983,-,-,-,-,-,-,-,-,-,-,-
GUNA,1984,-,-,-,-,-,-,-,-,-,-,-
GUNA,1985,-,-,-,-,-,-,-,-,-,-,-
GUNA,1986,-,-,-,-,-,-,-,-,-,-,-
GUNA,1987,-,-,-,-,-,-,-,-,-,-,-
GUNA,1988,-,-,-,-,-,-,-,-,-,-,-
GUNA,1989,-,-,-,-,-,-,-,-,-,-,-
GUNA,1990,-,-,-,-,-,-,-,-,-,-,-
GUNA,1991,-,-,-,-,-,-,-,-,-,-,-
GUNA,1992,-,-,-,-,-,-,-,-,-,-,-
GUNA,1993,-,-,-,-,-,-,-,-,-,-,-
GUNA,1994,-,-,-,-,-,-,-,-,-,-,-
GUNA,1995,-,-,-,-,-,-,-,-,-,-,-
GUNA,1996,-,-,-,-,-,-,-,-,-,-,-
GUNA,1997,-,-,-,-,-,-,-,-,-,-,-
GUNA,1998,-,-,-,-,-,-,-,-,-,-,-
GUNA,1999,-,-,-,-,-,-,-,-,-,-,-
GUNA,2000,-,-,-,-,-,-,-,-,-,-,-
GUNA,2001,-,-,-,-,-,47,0,25,3,0,0
GUNA,2002,-,-,-,-,-,-,-,-,-,-,-
GUNA,2003,25.6,33.0,19.3,829.05,2.6,72,0,36,8,0,1
GUNA,2004,25.8,33.5,19.2,834.12,2.1,51,0,27,10,0,0
GUNA,2005,-,-,-,-,-,-,-,-,-,-,-
GUNA,2006,25.9,33.1,19.3,908.32,2.0,62,0,29,0,0,0
GUNA,2007,25.3,32.9,18.8,-,1.9,57,0,33,1,0,0
GUNA,2008,24.9,32.2,18.2,1017.03,1.9,54,0,34,2,0,0
GUNA,2009,-,-,-,-,-,-,-,-,-,-,-
GUNA,2010,-,-,-,-,-,-,-,-,-,-,-
GUNA,2011,25.3,32.5,18.8,1747.01,1.9,67,1,29,5,0,4
GUNA,2012,25.2,32.3,17.5,691.90,1.9,57,0,18,3,0,7
GUNA,2013,24.8,31.5,18.2,1534.41,2.0,88,0,25,4,0,11
GUNA,2014,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1957,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1958,-,-,-,-,-,55,0,25,0,0,0
Gwalior,1961,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1962,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1973,-,-,-,-,-,-,-,-,-,-,-
